post_id,community_id,author_id,title,body,media,url,tags,score,num_comments,created_at,updated_at,status,spam_score
P003441,C129,U00858,Grow although similar now wait first discover attorney,Girl later worker chance hear yard. Think yard memory.,,,"that,seem",79,261,2025-10-02T06:11:18,2025-10-02T06:11:18,active,0.429
P003442,C070,U00917,Task south movement budget machine final everybody speak imagine,Instead shake note professor.,,,"including,recently",-72,123,2024-10-31T14:38:07,2024-10-31T14:38:07,active,0.649
P003443,C113,U03000,Image husband activity maybe benefit foot catch three clear,Election me raise worry professional standard rather.,,http://walsh.com/,"stop,woman,him",78,365,2024-12-26T23:05:43,2024-12-28T23:05:43,active,0.511
P003444,C004,U02763,Reflect happy out bar every particularly,Air lawyer simply cell enter old compare. Early open throw order market card environmental. Room ago middle. Hope pass street size mother away. Apply site because myself. Training without sign commercial like daughter sign. Manage image alone second it interesting thing.,,,"across,between",367,43,2025-03-30T16:58:15,2025-03-30T16:58:15,active,0.163
P003445,C105,U01836,Perform return actually determine parent get,Own Republican movement bed number nor listen. Child region conference against figure job start.,,,"international,chair,bring,environmental",189,378,2024-06-07T16:49:09,2024-06-07T16:49:09,active,0.389
P003446,C020,U00250,Small environmental during bank they fill affect position another,Sign total care sometimes manager work. Special job staff human cell spend itself. Item under prevent she tell enter. Happy someone move. Professional religious trouble community can certainly. Democrat billion thank reflect kitchen produce. Fine yet improve sign fly great.,,,"story,unit,theory,word",-178,233,2025-10-22T00:05:22,2025-10-22T00:05:22,active,0.471
P003447,C084,U01311,Pattern discover east use morning,Management decade interview.,[third.jpg],,"human,worker",27,247,2024-01-27T16:52:24,2024-01-27T16:52:24,active,0.955
P003448,C031,U02138,Project mention growth out smile future green learn better radio,Draw dark government when grow and. Operation TV oil window whether produce. Conference lose marriage son science so eye. When from center part power. About ground Republican organization city maintain choice get.,,,"thank,little",-110,272,2025-10-15T17:30:52,2025-10-19T17:30:52,active,0.499
P003449,C149,U00193,Again popular detail,Plant professor teacher majority. Network consider everybody cut probably hear right. Industry subject couple along us woman.,,https://www.anthony-keller.com/,"three,college,table",-27,328,2025-01-16T15:04:03,2025-01-28T15:04:03,active,0.663
P003450,C031,U02972,Beat bank painting hair real,Ground magazine reality statement song. Argue director mention party just church natural.,,,"manage,must,various",-32,187,2024-04-24T07:10:37,2024-04-25T07:10:37,active,0.198
P003451,C158,U00693,Read color road,Past international total tough. Operation before suggest enjoy. Close rate adult evening.,[hard.jpg],,learn,-45,436,2025-03-05T22:25:45,2025-03-05T22:25:45,active,0.826
P003452,C040,U01703,Citizen couple trial improve simple,Story ground happen technology fear staff writer those. Leader now plant pay better senior ball.,[Republican.jpg],,"exactly,push,although,court",-201,258,2025-10-26T17:32:26,2025-11-06T17:32:26,active,0.841
P003453,C105,U01066,Top couple quality local another,Board forget war yes. Arm only point understand. Finally window arm she like prove. Campaign source total college. Wide father debate natural wonder cold. City surface theory newspaper hotel stage owner. Clear nature part my.,,,recognize,24,75,2025-05-04T21:49:43,2025-05-15T21:49:43,active,0.61
P003454,C138,U02719,Health camera north,Win agent party view service agree with. Thus power open direction. Her executive nature great stage but myself.,,,lawyer,-62,350,2024-11-23T13:22:39,2024-12-07T13:22:39,active,0.539
P003455,C157,U02461,Tonight such positive,And scene word important activity. Somebody face child concern cultural address order. Seek just thousand should wonder pick.,,https://west.com/,alone,-535,44,2024-08-14T17:32:34,2024-08-28T17:32:34,active,0.094
P003456,C054,U00205,Call understand expert,Exist new call here choose use. Physical friend huge I. Pretty man fire strategy mind. Over nation picture operation third check.,,,"policy,ready,appear,professional",460,36,2024-12-28T12:45:56,2025-01-06T12:45:56,removed,0.169
P003457,C177,U02101,Poor face music total after pattern heavy,Receive woman approach break. Quality fire easy into structure develop. Million note nice fight.,,,"production,charge,read",267,131,2024-04-16T19:49:29,2024-04-16T19:49:29,active,0.206
P003458,C169,U00350,She across during do check computer former reveal,Term plan should gun. Peace series security road draw fund matter. New small have. What cup either result author. Hour pay pay grow bill bill.,,http://www.small-ryan.info/,"design,between",-25,409,2024-03-27T19:45:11,2024-03-30T19:45:11,active,0.363
P003459,C111,U01387,Political artist skill peace film car health talk series whose,Natural of church little because great.,,,"minute,west,possible",53,451,2024-04-03T17:50:00,2024-04-03T17:50:00,active,0.055
P003460,C036,U00263,Physical short miss again really,Because growth somebody.,,,stage,-184,62,2025-10-23T23:01:33,2025-10-23T23:01:33,active,0.047
P003461,C100,U01160,House statement health across region,Interview year account door. Computer car moment guy with issue. Others responsibility school another station light still. Writer interesting heavy similar later many.,[ready.jpg],,relationship,389,349,2025-03-20T19:50:00,2025-03-20T19:50:00,active,0.127
P003462,C070,U01039,Wish president pay dream program left,Per effect this little bring.,,https://burns-jackson.com/,"performance,table,task",429,416,2024-11-12T13:18:37,2024-11-12T13:18:37,active,0.002
P003463,C039,U00893,Camera this pass at involve level strategy than network really pull other coach,Debate director class these page hear operation. During leave true painting. Usually rest focus style trial. Have whole by tree course. Age begin realize building always. Machine door discussion stage seem management.,,https://www.chan.net/,"discussion,pay",81,320,2024-06-22T05:20:21,2024-06-22T05:20:21,active,0.244
P003464,C098,U01807,Necessary shoulder floor sure more poor teach address hot without several,Single Congress item beyond ahead. History collection party different class meeting.,,,"car,range,together",254,104,2024-08-19T13:57:32,2024-08-25T13:57:32,active,0.066
P003465,C016,U00499,These born move attack would,Travel reflect purpose southern. Understand education how small.,,https://www.vasquez.com/,"action,hundred",85,61,2024-10-17T00:38:56,2024-10-17T00:38:56,active,0.35
P003466,C035,U01082,Southern list use low development popular,Far treatment town family follow white organization.,[foot.jpg],,specific,-217,104,2024-01-11T04:46:54,2024-01-18T04:46:54,active,0.556
P003467,C007,U01265,Draw within would,Show so billion suggest yet despite who. Cause business herself information none decision.,,,plan,-32,338,2024-04-11T08:50:30,2024-04-11T08:50:30,active,0.67
P003468,C164,U00019,Card but hotel administration stop member past talk place strong themselves,Financial walk three end performance dark. Tv arrive three able sound.,,,"reality,skill,ahead,summer",76,241,2024-07-26T18:03:14,2024-08-09T18:03:14,active,0.47
P003469,C131,U00104,Write piece maintain others find,Movement white born decade affect yard whose job. Kid wide account kid accept debate goal. They drug respond husband actually glass just. Thus almost voice enter brother single per. Difficult show support strong.,,,"usually,hair,play,court",-40,409,2024-06-29T20:45:39,2024-07-03T20:45:39,active,0.304
P003470,C061,U01501,Common four girl name no,Political unit bad keep skill model. Site as yourself senior he person. Rate soon wear war me particular interest. Present grow that enough perform happen foot. Season letter radio either. Whose ok around risk.,,,"point,value,west",6,225,2024-08-20T19:50:14,2024-08-28T19:50:14,active,0.443
P003471,C082,U01370,Available page past police tell however,Action boy stage news military radio senior. Contain produce cup deal. Within read leader against. Cold rather sound plant. Message thus plant final protect whatever.,,,"important,heavy,seem",31,120,2024-04-28T12:23:59,2024-04-28T12:23:59,active,0.392
P003472,C099,U00954,Hope street prove,Civil travel customer development personal responsibility window age. Practice sit none run mouth education task. Customer dream easy Mrs. Bad third most song particularly. Once project mouth around building traditional he.,[movie.jpg],,"majority,be,far,certain",33,0,2025-03-31T11:54:32,2025-03-31T11:54:32,active,0.645
P003473,C041,U01590,Join game person level recently,Gas little nearly home think somebody. Product training type wife. Democrat too action moment pick. Participant though set able. Present month difficult actually.,,,"form,tree,voice,term",60,80,2024-01-16T03:15:57,2024-01-25T03:15:57,active,0.02
P003474,C089,U00596,Science commercial,Need give project visit coach traditional oil morning. Building manage security all. Blue wonder too plant improve establish join. Land soldier sing result. Sure enough gas part. Today people rule.,,,director,-162,34,2025-05-26T14:57:38,2025-05-26T14:57:38,active,0.445
P003475,C190,U00843,Senior happen have yourself hotel drop,Should continue magazine heavy my. Role enough free begin quite paper sure we. Hit change southern get democratic network all.,,,"police,bank",-93,174,2025-03-08T16:25:52,2025-03-22T16:25:52,active,0.991
P003476,C156,U02870,Free religious than ask tend just again attack eye idea,Same rate full page. Pass form month raise modern accept. Leg discuss defense war available fund. Style financial Republican staff. Always decide cause thought for.,[study.jpg],,case,-206,97,2024-03-21T02:48:32,2024-03-31T02:48:32,active,0.176
P003477,C134,U00419,Marriage service hope drop attorney population wish his agent,Picture peace lead statement Congress they live. Specific special rock million add. Bank human worker whatever edge if. Small nature allow. Value plant share. Form big turn scientist. Employee always those north view.,,,"parent,church,walk",245,117,2024-03-05T09:54:55,2024-03-05T09:54:55,removed,0.787
P003478,C141,U01453,Paper itself now dinner gun rather role raise,Agent consider establish message step discover. Case raise lot father set. Help wife wall nor.,,,"board,approach,consumer,various",-371,362,2024-12-24T06:51:46,2024-12-24T06:51:46,active,0.595
P003479,C016,U00382,Organization degree describe sound science myself policy be specific can,Store represent window first oil would. Practice recent base out take part. Popular main clearly authority already want. Plant defense may research reflect.,[save.jpg],https://flowers-travis.net/,"certain,short",280,484,2025-05-28T18:15:50,2025-05-28T18:15:50,active,0.96
